word,occurrence_count,question_count,occurrence_mean_H,occurrence_mean_V,question_balanced_mean_H,question_balanced_mean_V,question_sem_H,question_sem_V,occurrence_mean_Y_up,question_balanced_mean_Y_up
north,416,125,-1.1287495959550142,-3.4531852291682017,-1.1040143618791196,-3.669060439129117,0.10513793004081017,0.08072782830484429,3.4531852291682017,3.669060439129117
northeast,65,44,1.3819849736415424,-3.7193720175669744,1.5380568325519561,-3.801093114235184,0.21070832460204775,0.1720157740504194,3.7193720175669744,3.801093114235184
east,251,103,1.4677697834503127,-1.164987649694382,1.5338212839931842,-1.197088028859628,0.10748229840234838,0.08038735421964437,1.164987649694382,1.197088028859628
southeast,66,36,1.3566079850901256,0.8239361966649691,1.5623891601269997,1.0555675535566276,0.20784933767912292,0.19327025631000258,-0.8239361966649691,-1.0555675535566276
south,211,78,-0.29048129605455986,1.0918343215474586,-0.2566256334270568,1.3204754703574708,0.13190988639110032,0.12098077788342183,-1.0918343215474586,-1.3204754703574708
southwest,56,29,-1.8962238085057055,1.5857904005263532,-1.3717902753031117,2.2879963651470754,0.2318121672151927,0.2672236291871207,-1.5857904005263532,-2.2879963651470754
west,205,75,-2.11376731392087,-0.18592316471948855,-2.14686797480922,-0.05602965624855455,0.163776234620614,0.0984805035499419,0.18592316471948855,0.05602965624855455
northwest,41,29,-1.8613630994790937,-3.009155603443704,-2.0326993327373746,-2.9873095990597514,0.22123626877326905,0.1928686277383466,3.009155603443704,2.9873095990597514
